review_business_price_range_detail,review_rating,review_business_number_rating,review_business_price_range,review_content,review_business_rating,review_business_reviews_count,review_business_name
"
                        $31-60
                    ",3.0,,2,"Factory Kitchen is the place everyone is talking about right now so I was eager to eat there. Although some dishes were enjoyable, I would say, overall, the place fell flat for me. It felt like a cheap imitation of Bestia and I just couldn't see myself picking this place over the best italian place in LA which was only a short distance away. Nonetheless, there definitely were things I enjoyed.",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",2.0,,2,"The service at the Factory Kitchen is going down. I had been a frequent visitor at The Factory Kitchen and knew service was never their thing. There was always an imbalance between the highly priced food and the services that didn't shine. What prompted me to write this review is, once in a while when I don't feel like going out, I would want to order and pick up the food. However, they would refuse to take ""to-go"" orders on the phone regardless whether you are a loyal customer or not. They make you go and order food in person and sit at the bar for 20min while they are making your food. Consider I don't feel like going out and sitting in a bar, I have to forget about the Factory Kitchen food. Obviously they are incompetent in serving customers' various needs. ",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,Cool space in the Arts District of DTLA. Be prepared with cash to pay for valet parking - not much parking around.,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,Overall this was a great experience...but with a few things that prevented a 5 star rating. The prosciutto with fried sage dough was really good...we all loved it. It was surprisingly light given the ingredients (in a good way) The corxetti stampati (rabbit sugo based pasta) was one of the best pasta dishes I have had in awhile...I loved how simple and yet tasty it was. The handkerchief pasta with pesto for the most part lived up to the hype as well. We were both generally impressed by the apple crostata dessert with gelato as well.,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,Wow! Ate here for the first time last Tuesday... and was so happy!,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",2.0,,2,"Fellow yelper elite once told me, besides maccheroni republic, the next best thing in LA, pasta wise, would be the Handkerchief pasta at The Factory Kitchen.",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,Paste: ,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,ambiance//***,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,This place goes to near the top of my list in downtown Los Angeles. The menu changes every night so what I ordered may not be there when you go. The chicken liver and pistachio mousse was outstanding. The calamari salad was also excellent. They are well known for their pasta dishes and on this visit I did not have one but all of them on the menu looked very interesting as they always do. The place itself is very attractive. I like the open kitchen look. You could actually see them making the pasta. Highly recommend this place for locals and out of towners.,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,"No nonsense, straight up, hearty, tasty Italian comfort food...nestled in a unique spot in the arts district east of dtla in a comfy old repurposed loading dock/manufacturing complex now churning out formal northern Italian cooking. A great alternative to Bestia when their reservation books are full (ie. always)",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,Excellent service! ,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,"Chef Angelo Auriana produces visually beautiful and amazing plates of deliciousness! Three of us ate here and made all the right choices. The pancotto with duck egg and red potato vellutata was velvety. The frittura- baby leeks in chick pea beer batter was addictive. My friends, having been here before, wanted a repeat performance of the Porchetta- rolled pork belly with herbs, red onion, fennel, celery and carrots- and they were right. Gorgeous execution and a savory result. Another favorite was the schiaffoni- octopus with tube pasta. The octopus was tender. And, of course, the famous mandilli de seta- everything promised- sheets of handkerchief pasta made with Ligurian almond and basil pesto. This was easily the best pasta dish I've ever had.",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",5.0,,2,"I am such a fan of The Factory Kitchen - great food, great space, great service. It's easy to compare it to Bestia - both Arts District ""new"" Italian, trendy, and highly reviewed. I actually like The Factory Kitchen better - 1) it's slightly easier to get a table 2) the food is simpler, lighter, and therefore you don't feel like a complete pig afterward 3) less pretentious and 4) it's just a a nice place to eat with nice people. ",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",3.0,,2,Factory Kitchen is solidly mediocre. No standouts and very little finesse. I came here with two girlfriends and we split the following:,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,Went here with a friend on a busy Thursday night. Luckily we were able to snag a table as the place was packed.,4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",1.0,,2,"We had high hopes The Factory Kitchen as we heard it was just as good as Bestia (one of my favorite restaurants), if not better. Unfortunately we had a bad server who was not warm, welcoming or helpful with ordering. The only memorable dish we had was the handkerchief pasta and. Overall, the server ruined our experience and needless to say, I would NOT recommend this place or come back.",4.0,412.0,"
        The Factory Kitchen
    "
"
                        $31-60
                    ",4.0,,2,"GF took me here for lunch yesterday and we shared: Mozzarella salad, Handkerchief pasta, Raviolacci, Beignets and canoli for desert. ",4.0,412.0,"
        The Factory Kitchen
    "
